session_a,frame_a,label_a,original_state_a,session_b,frame_b,label_b,original_state_b,phash_distance,dhash_distance,is_boundary_a,is_boundary_b,crop_path_a,crop_path_b
session_20260710_125441,356,READY,READY,session_20260710_125441,392,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000392_none.jpg
session_20260710_125441,356,READY,READY,session_20260710_125441,390,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000356_ready.jpg,prompt/crops/session_20260710_125441_000390_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,388,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000388_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,382,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000382_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,386,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000386_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,369,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000369_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,390,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000390_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,391,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000391_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,385,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000385_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,384,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000384_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,389,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000389_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,383,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000383_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,371,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000371_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,387,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000387_none.jpg
session_20260710_125441,357,READY,READY,session_20260710_125441,392,NONE,HOOK,2,3,False,False,prompt/crops/session_20260710_125441_000357_ready.jpg,prompt/crops/session_20260710_125441_000392_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,371,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000371_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,369,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000369_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,385,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000385_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,382,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000382_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,384,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000384_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,383,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000383_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,387,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000387_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,390,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000390_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,386,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000386_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,389,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000389_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,392,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000392_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,388,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000388_none.jpg
session_20260710_125441,358,READY,READY,session_20260710_125441,391,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000358_ready.jpg,prompt/crops/session_20260710_125441_000391_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,389,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000389_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,390,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000390_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,385,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000385_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,391,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000391_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,382,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000382_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,386,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000386_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,371,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000371_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,383,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000383_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,384,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000384_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,392,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000392_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,369,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000369_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,388,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000388_none.jpg
session_20260710_125441,359,READY,READY,session_20260710_125441,387,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000359_ready.jpg,prompt/crops/session_20260710_125441_000387_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,388,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000388_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,390,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000390_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,389,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000389_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,387,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000387_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,386,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000386_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,383,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000383_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,371,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000371_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,382,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000382_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,392,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000392_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,391,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000391_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,369,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000369_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,385,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000385_none.jpg
session_20260710_125441,360,READY,READY,session_20260710_125441,384,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_125441_000360_ready.jpg,prompt/crops/session_20260710_125441_000384_none.jpg
session_20260710_130308,379,READY,READY,session_20260710_130308,391,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_130308_000379_ready.jpg,prompt/crops/session_20260710_130308_000391_none.jpg
session_20260710_130308,379,READY,READY,session_20260710_130308,392,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_130308_000379_ready.jpg,prompt/crops/session_20260710_130308_000392_none.jpg
session_20260710_130308,379,READY,READY,session_20260710_130308,390,NONE,HOOK,2,3,True,False,prompt/crops/session_20260710_130308_000379_ready.jpg,prompt/crops/session_20260710_130308_000390_none.jpg
